ENSP00000171111	KEAP1	DOID:1324	Lung cancer	MedlinePlus	CURATED	5
ENSP00000175506	ASNS	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000176183	DRD4	DOID:2559	Opiate dependence	MedlinePlus	CURATED	5
ENSP00000177694	TBX21	DOID:2841	Asthma	UniProtKB-KW	CURATED	4
ENSP00000178638	CA12	DOID:0111371	Isolated hyperchlorhidrosis	MedlinePlus	CURATED	5
ENSP00000178640	MAP2K5	DOID:0050425	Restless legs syndrome	MedlinePlus	CURATED	5
ENSP00000181839	CDK13	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000185206	CLIC5	DOID:0050563	Nonsyndromic deafness	MedlinePlus	CURATED	5
ENSP00000185206	CLIC5	DOID:0050563	Nonsyndromic deafness	UniProtKB-KW	CURATED	4
ENSP00000193322	OSTM1	DOID:13533	Osteopetrosis	MedlinePlus	CURATED	5
ENSP00000193322	OSTM1	DOID:13533	Osteopetrosis	UniProtKB-KW	CURATED	4
ENSP00000193391	IMPG2	DOID:10584	Retinitis pigmentosa	MedlinePlus	CURATED	5
ENSP00000193391	IMPG2	DOID:10584	Retinitis pigmentosa	UniProtKB-KW	CURATED	4
ENSP00000196061	PLOD1	DOID:13359	Ehlers-Danlos syndrome	MedlinePlus	CURATED	5
ENSP00000196061	PLOD1	DOID:13359	Ehlers-Danlos syndrome	UniProtKB-KW	CURATED	4
ENSP00000199280	AQP2	DOID:12387	Nephrogenic diabetes insipidus	MedlinePlus	CURATED	5
ENSP00000199280	AQP2	DOID:9409	Diabetes insipidus	UniProtKB-KW	CURATED	4
ENSP00000199447	NME8	DOID:9562	Primary ciliary dyskinesia	MedlinePlus	CURATED	5
ENSP00000199447	NME8	DOID:9562	Primary ciliary dyskinesia	UniProtKB-KW	CURATED	4
ENSP00000199764	CEACAM6	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000200181	ITGB4	DOID:0060733	Junctional epidermolysis bullosa with pyloric atresia	MedlinePlus	CURATED	5
ENSP00000200181	ITGB4	DOID:2730	Epidermolysis bullosa	UniProtKB-KW	CURATED	4
ENSP00000200181	ITGB4	DOID:3209	Junctional epidermolysis bullosa	MedlinePlus	CURATED	5
ENSP00000200652	SLC22A4	DOID:8778	Crohn's disease	MedlinePlus	CURATED	5
ENSP00000200676	CETP	DOID:10871	Age related macular degeneration	MedlinePlus	CURATED	5
ENSP00000200676	CETP	DOID:1936	Atherosclerosis	UniProtKB-KW	CURATED	4
ENSP00000202625	TGM6	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000202625	TGM6	DOID:1441	Autosomal dominant cerebellar ataxia	UniProtKB-KW	CURATED	4
ENSP00000202967	SIRT4	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000203407	UQCRC1	DOID:14330	Parkinson's disease	UniProtKB-KW	CURATED	4
ENSP00000203407	UQCRC1	DOID:870	Neuropathy	UniProtKB-KW	CURATED	4
ENSP00000204566	SPG21	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000204566	SPG21	DOID:2476	Hereditary spastic paraplegia	UniProtKB-KW	CURATED	4
ENSP00000204615	THPO	DOID:2224	Essential thrombocythemia	MedlinePlus	CURATED	5
ENSP00000204679	GNPTG	DOID:0080678	Mucolipidosis III gamma	MedlinePlus	CURATED	5
ENSP00000204679	GNPTG	DOID:3343	Glycoproteinosis	UniProtKB-KW	CURATED	4
ENSP00000204961	EFNB1	DOID:14737	Craniofrontonasal syndrome	MedlinePlus	CURATED	5
ENSP00000204961	EFNB1	DOID:2340	Craniosynostosis	UniProtKB-KW	CURATED	4
ENSP00000205143	DLL3	DOID:0050568	Spondylocostal dysostosis	MedlinePlus	CURATED	5
ENSP00000205402	DLD	DOID:3652	Leigh disease	MedlinePlus	CURATED	5
ENSP00000205402	DLD	DOID:9269	Maple syrup urine disease	MedlinePlus	CURATED	5
ENSP00000205557	ABCC6	DOID:0050644	Arterial calcification of infancy	MedlinePlus	CURATED	5
ENSP00000205557	ABCC6	DOID:2738	Pseudoxanthoma elasticum	MedlinePlus	CURATED	5
ENSP00000205890	MYO15A	DOID:0050563	Nonsyndromic deafness	MedlinePlus	CURATED	5
ENSP00000205890	MYO15A	DOID:0050563	Nonsyndromic deafness	UniProtKB-KW	CURATED	4
ENSP00000206542	OSGEP	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000206542	OSGEP	DOID:1826	Epilepsy	UniProtKB-KW	CURATED	4
ENSP00000206765	TGM1	DOID:0060655	Autosomal recessive congenital ichthyosis	MedlinePlus	CURATED	5
ENSP00000207549	UNC13D	DOID:0050120	Hemophagocytic lymphohistiocytosis	UniProtKB-KW	CURATED	4
ENSP00000209728	CDC6	DOID:0060306	Meier-Gorlin syndrome	MedlinePlus	CURATED	5
ENSP00000209873	AAAS	DOID:0050602	triple-A syndrome	MedlinePlus	CURATED	5
ENSP00000210060	DHPS	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000210444	NANS	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000211998	VCL	DOID:0050700	Cardiomyopathy	UniProtKB-KW	CURATED	4
ENSP00000211998	VCL	DOID:0080326	Familial hypertrophic cardiomyopathy	MedlinePlus	CURATED	5
ENSP00000211998	VCL	DOID:12930	Dilated cardiomyopathy	MedlinePlus	CURATED	5
ENSP00000215095	STX1B	DOID:0060170	Generalized epilepsy with febrile seizures plus	MedlinePlus	CURATED	5
ENSP00000215095	STX1B	DOID:1826	Epilepsy	UniProtKB-KW	CURATED	4
ENSP00000215567	TECR	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000215730	SNAP29	DOID:3390	Palmoplantar keratosis	UniProtKB-KW	CURATED	4
ENSP00000215730	SNAP29	DOID:870	Neuropathy	UniProtKB-KW	CURATED	4
ENSP00000215739	LZTR1	DOID:3204	Neurilemmomatosis	MedlinePlus	CURATED	5
ENSP00000215739	LZTR1	DOID:3490	Noonan syndrome	MedlinePlus	CURATED	5
ENSP00000215754	MIF	DOID:676	Juvenile rheumatoid arthritis	MedlinePlus	CURATED	5
ENSP00000215754	MIF	DOID:986	Alopecia areata	MedlinePlus	CURATED	5
ENSP00000215838	TCN2	DOID:0050818	Transcobalamin II deficiency	MedlinePlus	CURATED	5
ENSP00000215855	CRYBB3	DOID:83	Cataract	UniProtKB-KW	CURATED	4
ENSP00000215862	MORC2	DOID:10595	Charcot-Marie-Tooth disease	MedlinePlus	CURATED	5
ENSP00000215862	MORC2	DOID:10595	Charcot-Marie-Tooth disease	UniProtKB-KW	CURATED	4
ENSP00000215862	MORC2	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000215862	MORC2	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000215862	MORC2	DOID:870	Neuropathy	UniProtKB-KW	CURATED	4
ENSP00000215882	SLC25A1	DOID:0050573	2-hydroxyglutaric aciduria	MedlinePlus	CURATED	5
ENSP00000215882	SLC25A1	DOID:3635	Congenital myasthenic syndrome	UniProtKB-KW	CURATED	4
ENSP00000215939	CRYBB1	DOID:83	Cataract	UniProtKB-KW	CURATED	4
ENSP00000216037	XBP1	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000216124	ARSA	DOID:10579	Leukodystrophy	UniProtKB-KW	CURATED	4
ENSP00000216124	ARSA	DOID:10581	Metachromatic leukodystrophy	MedlinePlus	CURATED	5
ENSP00000216124	ARSA	DOID:10581	Metachromatic leukodystrophy	UniProtKB-KW	CURATED	4
ENSP00000216180	PNPLA3	DOID:0080208	non-alcoholic fatty liver disease	MedlinePlus	CURATED	5
ENSP00000216180	PNPLA3	DOID:9970	Obesity	UniProtKB-KW	CURATED	4
ENSP00000216181	MYH9	DOID:0050563	Nonsyndromic deafness	MedlinePlus	CURATED	5
ENSP00000216181	MYH9	DOID:0050563	Nonsyndromic deafness	UniProtKB-KW	CURATED	4
ENSP00000216181	MYH9	DOID:0060651	MYH-9 related disease	MedlinePlus	CURATED	5
ENSP00000216181	MYH9	DOID:10983	Alport syndrome	UniProtKB-KW	CURATED	4
ENSP00000216181	MYH9	DOID:83	Cataract	UniProtKB-KW	CURATED	4
ENSP00000216185	TXN2	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000216223	IL2RB	DOID:676	Juvenile rheumatoid arthritis	MedlinePlus	CURATED	5
ENSP00000216223	IL2RB	DOID:7148	Rheumatoid arthritis	MedlinePlus	CURATED	5
ENSP00000216254	ACO2	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000216366	AP4S1	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000216366	AP4S1	DOID:2476	Hereditary spastic paraplegia	UniProtKB-KW	CURATED	4
ENSP00000216373	SOS2	DOID:3490	Noonan syndrome	MedlinePlus	CURATED	5
ENSP00000216392	PYGL	DOID:2747	Glycogen storage disease	UniProtKB-KW	CURATED	4
ENSP00000216392	PYGL	DOID:2754	Glycogen storage disease VI	MedlinePlus	CURATED	5
ENSP00000216452	PIGH	DOID:1826	Epilepsy	UniProtKB-KW	CURATED	4
ENSP00000216484	SPTLC2	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000216484	SPTLC2	DOID:870	Neuropathy	UniProtKB-KW	CURATED	4
ENSP00000216639	VRK1	DOID:0060264	Pontocerebellar hypoplasia	MedlinePlus	CURATED	5
ENSP00000216639	VRK1	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000216727	PABPN1	DOID:11719	Oculopharyngeal muscular dystrophy	MedlinePlus	CURATED	5
ENSP00000216832	PNN	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000216911	AURKA	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000216951	GSS	DOID:0080699	Glutathione synthetase deficiency	MedlinePlus	CURATED	5
ENSP00000216951	GSS	DOID:589	Congenital hemolytic anemia	UniProtKB-KW	CURATED	4
ENSP00000217086	SALL4	DOID:0060747	Duane-radial ray syndrome	MedlinePlus	CURATED	5
ENSP00000217086	SALL4	DOID:12270	Coloboma	MedlinePlus	CURATED	5
ENSP00000217086	SALL4	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000217182	EEF1A2	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000217182	EEF1A2	DOID:1826	Epilepsy	UniProtKB-KW	CURATED	4
ENSP00000217244	CSNK2A1	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000217254	SLC52A3	DOID:0080632	Fazio-Londe disease	MedlinePlus	CURATED	5
ENSP00000217260	RSPO4	DOID:0080082	Nonsyndromic congenital nail disorder 4	MedlinePlus	CURATED	5
ENSP00000217270	PROKR2	DOID:0060857	Septooptic dysplasia	MedlinePlus	CURATED	5
ENSP00000217270	PROKR2	DOID:1921	Klinefelter syndrome	UniProtKB-KW	CURATED	4
ENSP00000217270	PROKR2	DOID:3614	Kallmann syndrome	MedlinePlus	CURATED	5
ENSP00000217270	PROKR2	DOID:3614	Kallmann syndrome	UniProtKB-KW	CURATED	4
ENSP00000217270	PROKR2	DOID:9410	Panhypopituitarism	MedlinePlus	CURATED	5
ENSP00000217289	FERMT1	DOID:0060472	Kindler syndrome	MedlinePlus	CURATED	5
ENSP00000217381	SNTA1	DOID:2843	Long QT syndrome	MedlinePlus	CURATED	5
ENSP00000217381	SNTA1	DOID:2843	Long QT syndrome	UniProtKB-KW	CURATED	4
ENSP00000217402	CHMP4B	DOID:83	Cataract	UniProtKB-KW	CURATED	4
ENSP00000217426	AHCY	DOID:0050544	Hypermethioninemia	MedlinePlus	CURATED	5
ENSP00000217446	PIGU	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000217446	PIGU	DOID:1826	Epilepsy	UniProtKB-KW	CURATED	4
ENSP00000217446	PIGU	DOID:1909	Melanoma	MedlinePlus	CURATED	5
ENSP00000217740	RNF125	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000217964	TBL1X	DOID:0050328	Congenital hypothyroidism	UniProtKB-KW	CURATED	4
ENSP00000218089	STAG2	DOID:11054	Urinary bladder cancer	MedlinePlus	CURATED	5
ENSP00000218089	STAG2	DOID:4621	Holoprosencephaly	UniProtKB-KW	CURATED	4
ENSP00000218099	F9	DOID:0080666	Warfarin sensitivity	MedlinePlus	CURATED	5
ENSP00000218099	F9	DOID:2452	Thrombophilia	UniProtKB-KW	CURATED	4
ENSP00000218104	ABCD1	DOID:10588	Adrenoleukodystrophy	MedlinePlus	CURATED	5
ENSP00000218224	PQBP1	DOID:0060179	Renpenning syndrome	MedlinePlus	CURATED	5
ENSP00000218224	PQBP1	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000218224	PQBP1	DOID:12270	Coloboma	MedlinePlus	CURATED	5
ENSP00000218340	RP2	DOID:10584	Retinitis pigmentosa	MedlinePlus	CURATED	5
ENSP00000218340	RP2	DOID:10584	Retinitis pigmentosa	UniProtKB-KW	CURATED	4
ENSP00000218516	GLA	DOID:14499	Fabry disease	MedlinePlus	CURATED	5
ENSP00000218867	SGCG	DOID:11724	limb-girdle muscular dystrophy	MedlinePlus	CURATED	5
ENSP00000218867	SGCG	DOID:11724	limb-girdle muscular dystrophy	UniProtKB-KW	CURATED	4
ENSP00000219070	MMP2	DOID:90	Degenerative disc disease	MedlinePlus	CURATED	5
ENSP00000219097	ORC6	DOID:0060306	Meier-Gorlin syndrome	MedlinePlus	CURATED	5
ENSP00000219240	DHODH	DOID:0111259	Postaxial acrofacial dysostosis	MedlinePlus	CURATED	5
ENSP00000219281	USB1	DOID:0060551	Poikiloderma with neutropenia	MedlinePlus	CURATED	5
ENSP00000219368	FA2H	DOID:0110786	Hereditary spastic paraplegia 35	MedlinePlus	CURATED	5
ENSP00000219368	FA2H	DOID:10579	Leukodystrophy	UniProtKB-KW	CURATED	4
ENSP00000219368	FA2H	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000219368	FA2H	DOID:2476	Hereditary spastic paraplegia	UniProtKB-KW	CURATED	4
ENSP00000219476	TSC2	DOID:13515	Tuberous sclerosis	MedlinePlus	CURATED	5
ENSP00000219476	TSC2	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000219476	TSC2	DOID:1826	Epilepsy	UniProtKB-KW	CURATED	4
ENSP00000219476	TSC2	DOID:3319	Lymphangioleiomyomatosis	MedlinePlus	CURATED	5
ENSP00000219548	STUB1	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000219548	STUB1	DOID:1441	Autosomal dominant cerebellar ataxia	UniProtKB-KW	CURATED	4
ENSP00000219596	MEFV	DOID:2987	Familial Mediterranean fever	MedlinePlus	CURATED	5
ENSP00000219596	MEFV	DOID:9120	Amyloidosis	UniProtKB-KW	CURATED	4
ENSP00000219599	CRYM	DOID:0050563	Nonsyndromic deafness	MedlinePlus	CURATED	5
ENSP00000219599	CRYM	DOID:0050563	Nonsyndromic deafness	UniProtKB-KW	CURATED	4
ENSP00000219611	CAPN15	DOID:10629	Microphthalmia	UniProtKB-KW	CURATED	4
ENSP00000219746	TOX3	DOID:0050425	Restless legs syndrome	MedlinePlus	CURATED	5
ENSP00000219746	TOX3	DOID:11612	Polycystic ovary syndrome	MedlinePlus	CURATED	5
ENSP00000219746	TOX3	DOID:1612	Breast cancer	MedlinePlus	CURATED	5
ENSP00000220058	MTFMT	DOID:0060536	Mitochondrial complex I deficiency	MedlinePlus	CURATED	5
ENSP00000220058	MTFMT	DOID:3652	Leigh disease	MedlinePlus	CURATED	5
ENSP00000220531	BLOC1S6	DOID:3753	Hermansky-Pudlak syndrome	MedlinePlus	CURATED	5
ENSP00000220531	BLOC1S6	DOID:3753	Hermansky-Pudlak syndrome	UniProtKB-KW	CURATED	4
ENSP00000220562	EXTL3	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000220592	AGO2	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000220616	TG	DOID:0050328	Congenital hypothyroidism	MedlinePlus	CURATED	5
ENSP00000220616	TG	DOID:0050328	Congenital hypothyroidism	UniProtKB-KW	CURATED	4
ENSP00000220616	TG	DOID:12361	Graves' disease	MedlinePlus	CURATED	5
ENSP00000220616	TG	DOID:7188	Autoimmune thyroiditis	MedlinePlus	CURATED	5
ENSP00000220676	RP1	DOID:10584	Retinitis pigmentosa	MedlinePlus	CURATED	5
ENSP00000220676	RP1	DOID:10584	Retinitis pigmentosa	UniProtKB-KW	CURATED	4
ENSP00000220822	GDAP1	DOID:10595	Charcot-Marie-Tooth disease	MedlinePlus	CURATED	5
ENSP00000220822	GDAP1	DOID:10595	Charcot-Marie-Tooth disease	UniProtKB-KW	CURATED	4
ENSP00000220822	GDAP1	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000220822	GDAP1	DOID:870	Neuropathy	UniProtKB-KW	CURATED	4
ENSP00000221130	GSR	DOID:589	Congenital hemolytic anemia	UniProtKB-KW	CURATED	4
ENSP00000221132	TNFRSF10A	DOID:10871	Age related macular degeneration	MedlinePlus	CURATED	5
ENSP00000221265	PAF1	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000221421	LHB	DOID:1921	Klinefelter syndrome	UniProtKB-KW	CURATED	4
ENSP00000221486	RNASEH2A	DOID:0050629	Aicardi-Goutieres syndrome	MedlinePlus	CURATED	5
ENSP00000221486	RNASEH2A	DOID:0050629	Aicardi-Goutieres syndrome	UniProtKB-KW	CURATED	4
ENSP00000221496	AMH	DOID:3765	Pseudohermaphroditism	UniProtKB-KW	CURATED	4
ENSP00000221515	RETN	DOID:9351	Diabetes mellitus	UniProtKB-KW	CURATED	4
ENSP00000221515	RETN	DOID:9970	Obesity	UniProtKB-KW	CURATED	4
ENSP00000221700	CYP4F2	DOID:0080665	Warfarin resistance	MedlinePlus	CURATED	5
ENSP00000221700	CYP4F2	DOID:0080666	Warfarin sensitivity	MedlinePlus	CURATED	5
ENSP00000221891	APLP1	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000221930	TGFB1	DOID:0050156	Idiopathic pulmonary fibrosis	MedlinePlus	CURATED	5
ENSP00000221930	TGFB1	DOID:4997	Camurati-Engelmann disease	MedlinePlus	CURATED	5
ENSP00000221973	LIM2	DOID:83	Cataract	UniProtKB-KW	CURATED	4
ENSP00000221992	CEACAM5	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000221996	CRX	DOID:0050572	cone-rod dystrophy	MedlinePlus	CURATED	5
ENSP00000221996	CRX	DOID:0050572	cone-rod dystrophy	UniProtKB-KW	CURATED	4
ENSP00000221996	CRX	DOID:10584	Retinitis pigmentosa	MedlinePlus	CURATED	5
ENSP00000221996	CRX	DOID:10584	Retinitis pigmentosa	UniProtKB-KW	CURATED	4
ENSP00000221996	CRX	DOID:14791	Leber congenital amaurosis	MedlinePlus	CURATED	5
ENSP00000221996	CRX	DOID:14791	Leber congenital amaurosis	UniProtKB-KW	CURATED	4
ENSP00000222139	EPOR	DOID:10780	Primary polycythemia	MedlinePlus	CURATED	5
ENSP00000222139	EPOR	DOID:10780	Primary polycythemia	UniProtKB-KW	CURATED	4
ENSP00000222214	GCDH	DOID:0111254	Glutaric acidemia I	MedlinePlus	CURATED	5
ENSP00000222214	GCDH	DOID:9252	Amino acid metabolic disorder	UniProtKB-KW	CURATED	4
ENSP00000222248	SLC5A5	DOID:0050328	Congenital hypothyroidism	MedlinePlus	CURATED	5
ENSP00000222248	SLC5A5	DOID:0050328	Congenital hypothyroidism	UniProtKB-KW	CURATED	4
ENSP00000222271	COMP	DOID:0080047	Pseudoachondroplasia	MedlinePlus	CURATED	5
ENSP00000222271	COMP	DOID:12721	Multiple epiphyseal dysplasia	MedlinePlus	CURATED	5
ENSP00000222329	ERF	DOID:2340	Craniosynostosis	UniProtKB-KW	CURATED	4
ENSP00000222330	GSK3A	DOID:10652	Alzheimer's disease	UniProtKB-KW	CURATED	4
